Date,Price
2023-06-05,14000
2023-06-06,14000
2023-06-07,14000
2023-06-08,14000
2023-06-09,14000
2023-06-12,14000
2023-06-13,15000
2023-06-14,15000
2023-06-15,16000
2023-06-16,15000
2023-06-17,15000
2023-06-19,15500
2023-06-20,13500
2023-06-21,14500
2023-06-22,14800
2023-06-23,12500
2023-06-26,14500
2023-06-27,13600
2023-06-28,14600
2023-06-30,14600
2023-07-01,15600
2023-07-03,14300
2023-07-04,14800
2023-07-05,14300
2023-07-06,15300
2023-07-07,14300
2023-07-10,15500
2023-07-11,17500
2023-07-12,16500
2023-07-13,15500
2023-07-14,17500
2023-07-15,17500
2023-07-17,15800
2023-07-18,16500
2023-07-19,15800
2023-07-20,16800
2023-07-21,16800
2023-07-24,15700
2023-07-25,15800
2023-07-26,3800
2023-07-27,1750
2023-07-28,1900
2023-07-31,14000
2023-08-01,15000
2023-08-02,15500
2023-08-03,16000
2023-08-04,16500
2023-08-05,17500
2023-08-07,17000
2023-08-08,18000
2023-08-09,16000
2023-08-10,16300
2023-08-11,17500
2023-08-14,18500
2023-08-17,18500
2023-08-18,18000
2023-08-19,6500
2023-08-21,6800
2023-08-22,6500
2023-08-23,6800
2023-08-24,7100
2023-08-25,7000
2023-08-28,6300
2023-08-29,7000
2023-08-30,7000
2023-08-31,7000
2023-09-01,7000
2023-09-02,7000
2023-09-04,6500
2023-09-05,6500
2023-09-06,6500
2023-09-08,6300
2023-09-11,6300
2023-09-12,6400
2023-09-13,6300
2023-09-14,6400
2023-09-15,6800
2023-09-16,6500
2023-09-19,8500
2023-09-20,15500
2023-09-21,15800
2023-09-22,15800
2023-09-23,9400
2023-09-25,9400
2023-09-26,10400
2023-09-27,11200
2023-09-28,11200
2023-09-29,9400
2023-09-30,10400
2023-10-02,13000
2023-10-03,10500
2023-10-04,11500
2023-10-05,10500
2023-10-06,11500
2023-10-07,11500
2023-10-09,12500
2023-10-10,12500
2023-10-11,11500
2023-10-12,12500
2023-10-13,11500
2023-10-16,12500
2023-10-17,13500
2023-10-18,13500
2023-10-19,12500
2023-10-20,11500
2023-10-21,11500
2023-10-25,17000
2023-10-26,17500
2023-10-27,16500
2023-10-30,13500
2023-10-31,14500
2023-11-02,14800
2023-11-03,15800
2023-11-04,16800
2023-11-06,16800
2023-11-07,17600
2023-11-08,17500
2023-11-09,17600
2023-11-10,17600
2023-11-13,17500
2023-11-15,16700
2023-11-16,10000
2023-11-17,9000
2023-11-18,5800
2023-11-20,5500
2023-11-21,5500
2023-11-22,5500
2023-11-23,6500
2023-11-24,5500
2023-11-27,4300
2023-11-28,4300
2023-11-29,4300
2023-12-01,4200
2023-12-02,4200
2023-12-04,5500
2023-12-05,5300
2023-12-06,3800
2023-12-07,4000
2023-12-08,4300
2023-12-11,3200
2023-12-12,3200
2023-12-13,3200
2023-12-14,3400
2023-12-15,3200
2023-12-16,3700
2023-12-18,3800
2023-12-19,4100
2023-12-20,4100
2023-12-21,3700
2023-12-22,3800
2023-12-26,3400
2023-12-27,3400
2023-12-28,3200
2023-12-29,3100
2023-12-30,3400
2024-01-01,3300
2024-01-02,3300
2024-01-03,3300
2024-01-04,3300
2024-01-05,3300
2024-01-06,3300
2024-01-08,3300
2024-01-09,3300
2024-01-10,3300
2024-01-11,3300
2024-01-12,3400
2024-01-16,3700
2024-01-17,3500
2024-01-24,3900
2024-01-25,3700
2024-01-29,4700
2024-01-30,4900
2024-01-31,5100
2024-02-01,4800
2024-02-02,4200
2024-02-03,4400
2024-02-05,4700
2024-02-06,4100
2024-02-07,4200
2024-02-08,4000
2024-02-09,4000
2024-02-12,3400
2024-02-13,3800
2024-02-14,3400
2024-02-15,3900
2024-02-16,4400
2024-02-17,4900
2024-02-19,4400
2024-02-20,4400
2024-02-21,4500
2024-02-22,4400
2024-02-23,4200
2024-02-26,4200
2024-02-27,4300
2024-02-28,4300
2024-02-29,4300
2024-03-01,4500
2024-03-02,4300
2024-03-04,4500
2024-03-05,3900
2024-03-06,4800
2024-03-07,4800
2024-03-11,4400
2024-03-12,4500
2024-03-13,4400
2024-03-14,4400
2024-03-15,4500
2024-03-16,4600
2024-03-18,4600
2024-03-19,4500
2024-03-20,4500
2024-03-21,7200
2024-03-22,7700
2024-03-25,7100
2024-03-26,9000
2024-03-27,9500
2024-03-28,7500
2024-03-30,9300
2024-04-01,9300
2024-04-02,9300
2024-04-03,9400
2024-04-04,9500
2024-04-05,9600
2024-04-06,9500
2024-04-08,9800
2024-04-15,9600
2024-04-16,9600
2024-04-17,9600
2024-04-18,9600
2024-04-19,10500
2024-04-20,11500
2024-04-22,10500
2024-04-23,10500
2024-04-24,10500
2024-04-26,10500
2024-04-29,13500
2024-04-30,13500
2024-05-02,15000
2024-05-03,13500
2024-05-04,13000
2024-05-06,14500
2024-05-07,13000
2024-05-08,14500
2024-05-09,14000
2024-05-13,15000
2024-05-14,14000
2024-05-15,13500
2024-05-16,14000
2024-05-17,13500
2024-05-18,14500
2024-05-20,12500
2024-05-21,13500
2024-05-22,13000
2024-05-23,13500
2024-05-24,13500
2024-05-27,12000
2024-05-28,12000
2024-05-29,12500
2024-05-30,12000
2024-05-31,12000
2024-06-01,12000
2024-06-03,12000
2024-06-04,13000
2024-06-05,12500
2024-06-06,1800
2024-06-07,13500
2024-06-11,11000
2024-06-12,12000
2024-06-13,12500
2024-06-14,13500
2024-06-15,13500
2024-06-18,15000
2024-06-19,13700
2024-06-20,13700
2024-06-21,5500
2024-06-24,14000
2024-06-25,13500
2024-06-26,2900
2024-06-27,14500
2024-06-28,14500
2024-06-29,14500
2024-07-01,15500
2024-07-02,15600
2024-07-03,14500
2024-07-04,15000
2024-07-05,15000
2024-07-06,16000
2024-07-08,17000
2024-07-09,18000
2024-07-10,17000
2024-07-11,18000
2024-07-12,16500
2024-07-15,13500
2024-07-16,14000
2024-07-18,18500
2024-07-20,17500
2024-07-22,17500
2024-07-23,17500
2024-07-24,18500
2024-07-25,19500
2024-07-26,17000
