Date,Price
2023-06-17,12000
2023-06-19,12000
2023-06-20,12000
2023-06-21,11500
2023-06-22,12000
2023-06-23,10510
2023-06-26,11000
2023-06-27,15000
2023-06-28,13000
2023-06-30,11500
2023-07-01,12000
2023-07-03,12000
2023-07-04,12000
2023-07-05,13000
2023-07-06,13000
2023-07-07,14000
2023-07-10,7500
2023-07-11,13000
2023-07-12,14000
2023-07-13,12500
2023-07-14,13000
2023-07-15,13500
2023-07-17,13000
2023-07-18,12000
2023-07-19,12000
2023-07-20,12000
2023-07-21,11000
2023-07-24,10500
2023-07-25,12000
2023-07-26,10500
2023-07-27,12000
2023-07-28,12000
2023-07-31,12000
2023-08-01,12500
2023-08-02,13500
2023-08-03,12500
2023-08-04,12000
2023-08-05,13500
2023-08-07,12500
2023-08-08,12500
2023-08-09,13000
2023-08-10,12000
2023-08-11,13000
2023-08-14,12000
2023-08-17,12500
2023-08-18,12000
2023-08-19,12500
2023-08-21,13000
2023-08-22,10500
2023-08-23,12500
2023-08-24,10000
2023-08-25,12500
2023-08-28,10000
2023-08-29,11000
2023-08-30,10000
2023-08-31,11000
2023-09-01,10000
2023-09-02,10000
2023-09-04,11000
2023-09-05,11500
2023-09-06,11000
2023-09-08,11500
2023-09-11,10000
2023-09-12,9000
2023-09-13,10000
2023-09-14,10000
2023-09-15,9000
2023-09-16,10000
2023-09-19,10000
2023-09-20,9000
2023-09-21,11000
2023-09-22,9000
2023-09-23,9000
2023-09-25,9000
2023-09-26,8500
2023-09-27,9000
2023-09-28,10000
2023-09-29,9000
2023-09-30,10000
2023-10-02,9000
2023-10-03,10000
2023-10-04,10000
2023-10-05,10000
2023-10-06,11000
2023-10-07,10000
2023-10-09,10000
2023-10-10,10000
2023-10-11,11000
2023-10-12,8000
2023-10-13,10000
2023-10-16,11000
2023-10-17,10500
2023-10-18,10000
2023-10-19,8500
2023-10-20,11000
2023-10-21,11500
2023-10-25,11000
2023-10-26,11500
2023-10-27,11000
2023-10-30,11000
2023-10-31,8500
2023-11-02,8500
2023-11-03,10000
2023-11-04,10000
2023-11-06,10000
2023-11-07,11000
2023-11-08,10000
2023-11-09,11000
2023-11-10,10000
2023-11-13,10000
2023-11-15,9000
2023-11-16,9000
2023-11-17,8500
2023-11-18,9000
2023-11-20,9000
2023-11-21,8500
2023-11-22,10000
2023-11-23,7500
2023-11-24,7000
2023-11-27,6500
2023-11-28,7500
2023-11-29,9000
2023-12-01,8000
2023-12-02,8500
2023-12-04,8000
2023-12-05,8500
2023-12-06,10000
2023-12-07,9500
2023-12-08,8500
2023-12-11,8500
2023-12-12,8500
2023-12-13,8500
2023-12-14,8500
2023-12-15,8500
2023-12-16,8500
2023-12-18,8000
2023-12-19,8000
2023-12-20,8500
2023-12-21,8000
2023-12-22,8500
2023-12-26,8500
2023-12-27,9000
2023-12-28,9000
2023-12-29,9500
2023-12-30,10000
2024-01-01,9000
2024-01-02,10000
2024-01-03,9500
2024-01-04,9000
2024-01-05,10000
2024-01-06,9000
2024-01-08,8500
2024-01-09,11000
2024-01-10,11000
2024-01-11,11000
2024-01-12,10000
2024-01-16,10000
2024-01-17,8500
2024-01-18,8500
2024-01-24,10000
2024-01-25,9000
2024-01-29,9000
2024-01-30,10000
2024-01-31,9000
2024-02-01,10000
2024-02-02,9000
2024-02-03,8500
2024-02-05,9000
2024-02-06,8500
2024-02-07,9000
2024-02-08,10000
2024-02-09,11000
2024-02-12,11500
2024-02-13,10000
2024-02-14,11500
2024-02-15,11000
2024-02-16,11500
2024-02-17,10000
2024-02-19,11000
2024-02-20,11500
2024-02-21,11000
2024-02-22,11500
2024-02-23,11000
2024-02-26,11000
2024-02-27,11500
2024-02-28,11000
2024-02-29,11500
2024-03-01,10000
2024-03-02,11000
2024-03-04,11500
2024-03-05,11000
2024-03-06,11500
2024-03-07,11000
2024-03-11,11500
2024-03-12,9500
2024-03-13,11500
2024-03-14,10000
2024-03-15,11500
2024-03-16,10000
2024-03-18,11500
2024-03-19,11000
2024-03-20,11500
2024-03-21,10000
2024-03-22,11000
2024-03-25,12000
2024-03-26,11000
2024-03-27,12000
2024-03-28,10000
2024-03-30,10000
2024-04-01,11500
2024-04-02,12000
2024-04-03,11500
2024-04-04,12000
2024-04-05,12000
2024-04-06,12000
2024-04-08,12000
2024-04-15,11500
2024-04-17,11500
2024-04-18,12000
2024-04-19,10000
2024-04-20,12000
2024-04-22,11500
2024-04-23,12000
2024-04-24,11000
2024-04-25,10000
2024-04-26,11000
2024-04-29,11500
2024-04-30,11000
2024-05-02,9000
2024-05-03,12000
2024-05-04,10000
2024-05-06,11500
2024-05-07,12000
2024-05-08,11500
2024-05-09,12000
2024-05-13,11000
2024-05-14,12000
2024-05-16,11000
2024-05-18,11000
2024-05-20,12000
2024-05-21,11000
2024-05-22,11500
2024-05-23,11000
2024-05-24,12000
2024-05-27,11000
2024-05-28,11000
2024-05-29,11000
2024-05-30,11000
2024-05-31,11000
2024-06-01,11000
2024-06-03,12000
2024-06-04,11000
2024-06-05,11000
2024-06-06,11000
2024-06-07,9500
2024-06-11,12000
2024-06-12,11000
2024-06-13,12000
2024-06-14,12000
2024-06-15,11000
2024-06-18,12000
2024-06-19,12000
2024-06-20,13000
2024-06-21,12000
2024-06-24,12000
2024-06-25,12000
2024-06-26,10000
2024-06-27,12000
2024-06-28,11000
2024-06-29,12000
2024-07-01,11000
2024-07-02,12000
2024-07-03,11000
2024-07-04,12000
2024-07-05,11000
2024-07-06,12000
2024-07-08,12000
2024-07-09,11000
2024-07-10,12000
2024-07-11,11000
2024-07-12,12000
2024-07-16,12000
2024-07-18,12000
2024-07-19,11000
2024-07-20,11000
2024-07-22,12000
2024-07-23,11000
2024-07-24,12000
2024-07-25,12000
2024-07-26,12000
